ID,Name,Duration,AS,AF,FloorID
50,Rough Sprinkler @ 8th Floor,10,8-Jul-14,26-Jun-15,8
110,Sheetrock & Tape Walls & Celings @ 8th Floor,15,28-Sep-15,30-Oct-15,8
190,Tile Bathroom Floors & Walls @ 8th Floor,12,29-Oct-15,11-Nov-15,8
5,Construct Mechanical Openings @ 9th Floor,20,24-Nov-14,15-Jan-15,9
290,Final Paint @ 9th Floor,4,,,9
100,Firestopping & Inspections @ 9th Floor,5,23-Nov-15,24-Nov-15,9
3,Form & Pour Concrete Floor @ 9th Floor,15,22-Oct-14,8-Dec-14,9
17,Frame & Core Board Risers/Stairs/Elevators @ 9th Floor,10,17-Jul-14,20-Nov-15,9
70,Frame Walls & Ceilings @ 9th Floor,10,9-Dec-14,24-Nov-15,9
253,Install & Protect Wood Flooring @ 9th Floor,5,,,9
250,Install Architectural Finishes & Trim  @ 9th Floor,10,,,9
263,Install Barn Door @ 9th Floor,6,,,9
194,Install Bathroom Fixtures & Accessories @ 9th Floor,5,,,9
205,Install Clerestory Windows @ 9th Floor,5,,,9
270,Install Corridor Carpet @ 9th Floor,5,,,9
260,Install Doors @ 9th Floor,5,,,9
160,Install Electrical Finishes @ 9th Floor,5,,,9
173,Install FA Devices @ 9th Floor,5,,,9
267,Install FF&E @ 9th Floor,15,,,9
170,Install Lighting @ 9th Floor,4,,,9
257,Install Millwork @ 9th Floor,15,,,9
150,Install Plumbing Finishes @ 9th Floor,1,1-Dec-15,2-Dec-15,9
140,Install Sprinkler Heads @ 9th Floor,4,23-Nov-15,30-Nov-15,9
8,Install Support Steel in Wall Openings @ 9th Floor,20,9-Dec-14,30-Dec-14,9
180,"Install Vanity, Sink & Shower Enclosure @ 9th Floor",6,,,9
10,Layout & Top Track @ 9th Floor,5,19-Nov-13,8-Dec-14,9
280,Perform Plumbing & Sprinkler Finish Inspection @ 9th Floor,1,,,9
120,Prime Paint @ 9th Floor,5,25-Nov-15,2-Dec-15,9
300,Punchlist  @ 9th Floor,5,,,9
20,Rough Duct Work @ 9th Floor,10,2-Jan-15,22-Jan-15,9
60,Rough Electrical/FA/BMS @ 9th Floor,10,22-Oct-15,20-Nov-15,9
30,Rough Mechanical Piping @ 9th Floor,10,5-Jan-15,23-Jan-15,9
40,Rough Plumbing @ 9th Floor,10,6-Jan-15,23-Jan-15,9
50,Rough Sprinkler @ 9th Floor,10,18-Jul-14,23-Jan-15,9
110,Sheetrock & Tape Walls & Celings @ 9th Floor,15,24-Nov-15,,9
190,Tile Bathroom Floors & Walls @ 9th Floor,12,,,9
